OBJECTID,TYPE,Status,Comments,Date_Modified,Compiler,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape__Area,Shape__Length
293,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,564b14de-6536-491a-adf6-0dc135962f07,455.275634765625,108.897803478273
294,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,9a115a34-bdfe-4ca0-83d7-f99d19108e7c,53598.37109375,8193.5194645694
295,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,f0472cb4-f8b8-4414-a43d-62e015e8335c,43071.7583007813,4778.0116292578
296,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,4c134b08-6aa1-46d7-a711-57e6d3b69590,148932.091552734,16209.9825059554
297,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,bf2e7faf-749f-4245-8777-3fac20d5e73e,957.28564453125,146.603780063467
298,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,2bf5b09c-f4bf-461d-bca6-904dce9026d4,73766.3493652344,10004.3280387467
299,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,baf493f9-4354-47db-943b-525e3d6cfca3,364.427001953125,81.365990907618
300,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,6f7942a1-3715-4c88-9601-79fbd3443d3a,1295.89916992188,163.902985732985
301,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,b1fbaf7d-4c8e-457b-8aad-87fa6961afbd,25160.7355957031,2448.10141585533
302,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,a5f066ad-6fc2-4aaa-944c-1bccfe52ef78,149041.833984375,11996.0569743158
303,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,1df4aa36-1b41-49e3-b1c0-daa86aefebf1,22159.0817871094,2297.24351045223
304,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,780e5f1c-42a7-4bbd-833f-5a2753d50420,2943.60913085938,626.520371974545
305,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,fe0ee6fa-9c8e-4649-9a65-a348d288ec4d,4131.71801757813,782.775768991632
